OBJECTID,TRACTCE10,POP,LATPOP_D,WHIPOP_D,BLAPOP_D,AMIPOP_D,ASIPOP_D,HPIPOP_D,OTHPOP_D,MMRPOP_D,VAP,LATVAP_D,WHIVAP_D,BLAVAP_D,AMIVAP_D,ASIVAP_D,HPIVAP_D,OTHVAP_D,MMRVAP_D,H0010001,H0010002,H0010003,TOOLTIP,NLA_URL
496,201200,2519,2249,75,11,3,174,1,3,3,1812,1572,70,9,3,152,1,2,3,728,694,34,Tract: 2012.00\nTotal Population: 2519,navigatela/reports/census_tracts_2010.cfm?PK=201200
497,201301,3442,2746,176,67,12,410,0,4,27,2522,1961,153,45,8,331,0,4,20,1051,1002,49,Tract: 2013.01\nTotal Population: 3442,navigatela/reports/census_tracts_2010.cfm?PK=201301
498,201302,3732,930,971,260,7,1457,3,9,95,3263,731,905,238,4,1323,3,5,54,1901,1818,83,Tract: 2013.02\nTotal Population: 3732,navigatela/reports/census_tracts_2010.cfm?PK=201302
499,201401,4803,3944,173,138,5,508,0,7,28,3358,2656,145,81,2,453,0,5,16,1356,1280,76,Tract: 2014.01\nTotal Population: 4803,navigatela/reports/census_tracts_2010.cfm?PK=201401
500,201402,4311,3303,160,20,12,799,2,2,13,3354,2456,141,17,10,718,2,1,9,1385,1335,50,Tract: 2014.02\nTotal Population: 4311,navigatela/reports/census_tracts_2010.cfm?PK=201402
501,201501,5306,4530,214,38,15,477,0,14,18,3822,3181,191,28,8,399,0,10,5,1576,1496,80,Tract: 2015.01\nTotal Population: 5306,navigatela/reports/census_tracts_2010.cfm?PK=201501
502,201503,3323,3050,87,9,0,162,1,0,14,2271,2042,66,4,0,146,1,0,12,941,904,37,Tract: 2015.03\nTotal Population: 3323,navigatela/reports/census_tracts_2010.cfm?PK=201503
503,201504,2428,2136,80,20,12,172,0,1,7,1692,1458,68,20,7,133,0,0,6,640,595,45,Tract: 2015.04\nTotal Population: 2428,navigatela/reports/census_tracts_2010.cfm?PK=201504
504,201601,2288,1839,102,34,7,293,0,4,9,1732,1330,92,29,6,265,0,4,6,681,642,39,Tract: 2016.01\nTotal Population: 2288,navigatela/reports/census_tracts_2010.cfm?PK=201601
505,201602,2840,2388,127,16,1,297,2,3,6,2101,1716,111,15,1,252,2,1,3,831,772,59,Tract: 2016.02\nTotal Population: 2840,navigatela/reports/census_tracts_2010.cfm?PK=201602
506,201700,5093,3318,402,342,18,909,5,11,88,4080,2445,368,325,15,835,3,9,80,1438,1362,76,Tract: 2017.00\nTotal Population: 5093,navigatela/reports/census_tracts_2010.cfm?PK=201700
507,203100,4839,4636,47,52,13,75,0,4,12,3044,2910,36,22,9,58,0,2,7,1212,1165,47,Tract: 2031.00\nTotal Population: 4839,navigatela/reports/census_tracts_2010.cfm?PK=203100
508,203200,4844,4699,54,18,4,44,1,21,3,3269,3149,45,12,4,42,1,13,3,1279,1216,63,Tract: 2032.00\nTotal Population: 4844,navigatela/reports/census_tracts_2010.cfm?PK=203200
509,203300,2607,1794,231,286,3,271,0,11,11,1707,1134,199,104,3,250,0,6,11,479,438,41,Tract: 2033.00\nTotal Population: 2607,navigatela/reports/census_tracts_2010.cfm?PK=203300
510,203500,3064,2608,74,23,5,327,0,9,18,2199,1824,63,21,4,270,0,6,11,1013,922,91,Tract: 2035.00\nTotal Population: 3064,navigatela/reports/census_tracts_2010.cfm?PK=203500
511,203600,5394,5255,66,10,10,38,0,11,4,3659,3545,50,9,9,34,0,8,4,1439,1374,65,Tract: 2036.00\nTotal Population: 5394,navigatela/reports/census_tracts_2010.cfm?PK=203600
512,203710,3259,3169,25,23,5,27,0,8,2,2232,2170,17,12,5,25,0,1,2,841,800,41,Tract: 2037.10\nTotal Population: 3259,navigatela/reports/census_tracts_2010.cfm?PK=203710
513,203720,4001,3867,42,27,0,41,0,8,16,2697,2603,28,12,0,40,0,6,8,1060,1004,56,Tract: 2037.20\nTotal Population: 4001,navigatela/reports/census_tracts_2010.cfm?PK=203720
514,203800,4589,4433,72,26,6,36,0,13,3,3146,3026,48,22,5,36,0,6,3,1163,1090,73,Tract: 2038.00\nTotal Population: 4589,navigatela/reports/census_tracts_2010.cfm?PK=203800
515,203900,2944,2865,35,13,4,21,0,4,2,2118,2048,34,7,2,21,0,4,2,729,685,44,Tract: 2039.00\nTotal Population: 2944,navigatela/reports/census_tracts_2010.cfm?PK=203900
516,204110,3078,2998,20,11,3,39,1,3,3,2183,2116,16,10,1,34,1,2,3,842,803,39,Tract: 2041.10\nTotal Population: 3078,navigatela/reports/census_tracts_2010.cfm?PK=204110
517,204120,2650,2589,25,2,4,23,1,3,3,1825,1778,16,2,2,22,1,1,3,702,666,36,Tract: 2041.20\nTotal Population: 2650,navigatela/reports/census_tracts_2010.cfm?PK=204120
518,204200,3303,3106,49,15,1,112,2,11,7,2266,2088,38,15,1,106,1,10,7,962,914,48,Tract: 2042.00\nTotal Population: 3303,navigatela/reports/census_tracts_2010.cfm?PK=204200
519,204300,4787,4543,76,11,8,131,0,9,9,3411,3184,74,7,4,126,0,8,8,1332,1268,64,Tract: 2043.00\nTotal Population: 4787,navigatela/reports/census_tracts_2010.cfm?PK=204300
520,204410,2363,2212,43,4,6,82,0,10,6,1611,1498,36,4,2,65,0,3,3,657,605,52,Tract: 2044.10\nTotal Population: 2363,navigatela/reports/census_tracts_2010.cfm?PK=204410
521,204420,3138,2953,69,65,2,33,1,0,15,2118,1972,54,48,2,31,1,0,10,971,908,63,Tract: 2044.20\nTotal Population: 3138,navigatela/reports/census_tracts_2010.cfm?PK=204420
522,204600,4101,3949,74,17,7,45,0,5,4,2879,2773,37,16,4,43,0,2,4,1093,1040,53,Tract: 2046.00\nTotal Population: 4101,navigatela/reports/census_tracts_2010.cfm?PK=204600
523,204700,4972,4832,73,9,1,44,1,7,5,3461,3355,52,9,1,41,1,1,1,1266,1210,56,Tract: 2047.00\nTotal Population: 4972,navigatela/reports/census_tracts_2010.cfm?PK=204700
524,204810,4478,4369,59,2,5,21,2,16,4,3123,3036,47,2,5,21,2,7,3,1119,1069,50,Tract: 2048.10\nTotal Population: 4478,navigatela/reports/census_tracts_2010.cfm?PK=204810
525,204820,2274,2226,19,0,7,20,0,2,0,1599,1559,18,0,4,16,0,2,0,549,524,25,Tract: 2048.20\nTotal Population: 2274,navigatela/reports/census_tracts_2010.cfm?PK=204820
526,204910,3105,2999,48,10,10,9,13,6,10,2097,2013,42,6,9,8,9,4,6,772,744,28,Tract: 2049.10\nTotal Population: 3105,navigatela/reports/census_tracts_2010.cfm?PK=204910
527,204920,2598,2549,32,3,2,5,0,4,3,1859,1819,27,3,1,5,0,3,1,641,618,23,Tract: 2049.20\nTotal Population: 2598,navigatela/reports/census_tracts_2010.cfm?PK=204920
528,205110,3766,3708,40,2,5,5,0,3,3,2421,2385,21,2,5,4,0,1,3,859,743,116,Tract: 2051.10\nTotal Population: 3766,navigatela/reports/census_tracts_2010.cfm?PK=205110
529,205120,3618,3492,28,37,5,40,0,7,9,2395,2311,17,20,5,34,0,4,4,936,889,47,Tract: 2051.20\nTotal Population: 3618,navigatela/reports/census_tracts_2010.cfm?PK=205120
530,206010,3127,1611,126,102,7,1232,9,9,31,2295,1065,113,69,5,1019,6,1,17,1036,990,46,Tract: 2060.10\nTotal Population: 3127,navigatela/reports/census_tracts_2010.cfm?PK=206010
531,206020,7883,3016,1614,2879,8,276,22,17,51,7867,3013,1609,2875,8,272,22,17,51,271,253,18,Tract: 2060.20\nTotal Population: 7883,navigatela/reports/census_tracts_2010.cfm?PK=206020
532,206031,2957,362,1130,210,9,1117,2,20,107,2793,330,1109,189,7,1051,2,20,85,1940,1663,277,Tract: 2060.31\nTotal Population: 2957,navigatela/reports/census_tracts_2010.cfm?PK=206031
533,206032,5275,4235,107,63,12,816,4,12,26,3750,2841,87,48,11,732,4,6,21,1726,1643,83,Tract: 2060.32\nTotal Population: 5275,navigatela/reports/census_tracts_2010.cfm?PK=206032
534,206050,2146,1701,190,88,2,155,0,3,7,1576,1174,183,62,2,151,0,1,3,812,767,45,Tract: 2060.50\nTotal Population: 2146,navigatela/reports/census_tracts_2010.cfm?PK=206050
535,206200,3386,661,414,876,15,1341,3,5,71,3196,569,397,838,15,1305,3,5,64,2077,1733,344,Tract: 2062.00\nTotal Population: 3386,navigatela/reports/census_tracts_2010.cfm?PK=206200
536,206300,7540,1877,1259,3983,78,161,13,14,155,7209,1748,1204,3854,78,155,13,14,143,2466,2334,132,Tract: 2063.00\nTotal Population: 7540,navigatela/reports/census_tracts_2010.cfm?PK=206300
537,207101,3047,359,334,149,2,2128,0,1,74,2731,286,324,136,2,1926,0,1,56,1592,1442,150,Tract: 2071.01\nTotal Population: 3047,navigatela/reports/census_tracts_2010.cfm?PK=207101
538,207102,2553,605,67,88,7,1774,0,1,11,2078,443,61,78,7,1479,0,1,9,990,948,42,Tract: 2071.02\nTotal Population: 2553,navigatela/reports/census_tracts_2010.cfm?PK=207102
539,207103,2077,217,43,16,4,1785,1,0,11,1733,170,41,15,2,1495,1,0,9,836,777,59,Tract: 2071.03\nTotal Population: 2077,navigatela/reports/census_tracts_2010.cfm?PK=207103
540,207301,4521,942,1684,912,41,714,7,12,209,4403,898,1661,888,39,706,7,9,195,3932,3378,554,Tract: 2073.01\nTotal Population: 4521,navigatela/reports/census_tracts_2010.cfm?PK=207301
541,207302,3791,696,1798,721,39,347,2,18,170,3703,665,1774,708,39,339,2,17,159,3286,2761,525,Tract: 2073.02\nTotal Population: 3791,navigatela/reports/census_tracts_2010.cfm?PK=207302
542,207400,1363,659,281,299,4,100,0,3,17,1358,657,281,296,4,100,0,3,17,32,31,1,Tract: 2074.00\nTotal Population: 1363,navigatela/reports/census_tracts_2010.cfm?PK=207400
543,207501,2218,322,611,175,6,1027,3,5,69,2089,272,605,156,6,981,3,4,62,1581,1412,169,Tract: 2075.01\nTotal Population: 2218,navigatela/reports/census_tracts_2010.cfm?PK=207501
544,207502,2589,321,514,128,2,1552,5,4,63,2514,296,509,126,2,1519,4,4,54,2043,1872,171,Tract: 2075.02\nTotal Population: 2589,navigatela/reports/census_tracts_2010.cfm?PK=207502
545,207710,2490,385,872,291,5,860,5,5,67,2373,336,860,265,4,839,5,4,60,2376,1653,723,Tract: 2077.10\nTotal Population: 2490,navigatela/reports/census_tracts_2010.cfm?PK=207710
546,207900,4163,999,1159,319,8,1558,7,14,99,3800,795,1130,282,8,1476,7,12,90,2648,2248,400,Tract: 2079.00\nTotal Population: 4163,navigatela/reports/census_tracts_2010.cfm?PK=207900
547,208000,6893,4914,518,317,7,1047,3,25,62,4981,3239,474,236,7,952,2,19,52,2444,2289,155,Tract: 2080.00\nTotal Population: 6893,navigatela/reports/census_tracts_2010.cfm?PK=208000
548,208301,2201,2084,40,6,8,58,0,2,3,1530,1450,17,6,4,49,0,2,2,527,489,38,Tract: 2083.01\nTotal Population: 2201,navigatela/reports/census_tracts_2010.cfm?PK=208301
549,208302,4360,3284,181,324,6,487,2,10,66,3233,2319,161,245,6,446,1,9,46,1547,1438,109,Tract: 2083.02\nTotal Population: 4360,navigatela/reports/census_tracts_2010.cfm?PK=208302
550,208401,3770,2970,131,60,3,573,4,4,25,2754,2080,69,47,1,529,3,2,23,1446,1172,274,Tract: 2084.01\nTotal Population: 3770,navigatela/reports/census_tracts_2010.cfm?PK=208401
551,208402,2775,1991,76,43,9,621,1,1,33,2084,1395,68,40,3,545,1,1,31,821,783,38,Tract: 2084.02\nTotal Population: 2775,navigatela/reports/census_tracts_2010.cfm?PK=208402
552,208501,2656,1180,123,44,5,1248,0,11,45,2075,847,114,36,4,1031,0,4,39,894,840,54,Tract: 2085.01\nTotal Population: 2656,navigatela/reports/census_tracts_2010.cfm?PK=208501
553,208502,3571,2573,185,119,1,637,9,13,34,2649,1825,155,100,1,534,7,3,24,1295,1210,85,Tract: 2085.02\nTotal Population: 3571,navigatela/reports/census_tracts_2010.cfm?PK=208502
554,208610,4195,1979,160,134,8,1829,2,13,70,3307,1428,138,100,7,1574,1,6,53,1490,1390,100,Tract: 2086.10\nTotal Population: 4195,navigatela/reports/census_tracts_2010.cfm?PK=208610
555,208620,4660,2448,193,265,13,1637,2,14,88,3654,1743,176,206,13,1447,2,5,62,1811,1730,81,Tract: 2086.20\nTotal Population: 4660,navigatela/reports/census_tracts_2010.cfm?PK=208620
556,208710,4309,1397,224,235,2,2384,0,7,60,3540,997,210,189,2,2087,0,6,49,2009,1858,151,Tract: 2087.10\nTotal Population: 4309,navigatela/reports/census_tracts_2010.cfm?PK=208710
557,208720,4179,3410,209,124,6,391,2,14,23,3120,2422,198,103,6,360,1,9,21,1593,1476,117,Tract: 2087.20\nTotal Population: 4179,navigatela/reports/census_tracts_2010.cfm?PK=208720
558,208801,2995,1793,205,174,4,778,14,9,18,2352,1286,194,141,4,690,13,7,17,1322,1218,104,Tract: 2088.01\nTotal Population: 2995,navigatela/reports/census_tracts_2010.cfm?PK=208801
559,208802,2906,1737,400,163,6,526,32,12,30,2405,1314,383,149,5,497,24,7,26,1473,1339,134,Tract: 2088.02\nTotal Population: 2906,navigatela/reports/census_tracts_2010.cfm?PK=208802
560,208902,2339,2135,67,16,6,97,3,12,3,1734,1571,43,13,6,96,2,1,2,646,568,78,Tract: 2089.02\nTotal Population: 2339,navigatela/reports/census_tracts_2010.cfm?PK=208902
561,208903,4019,3326,212,279,3,140,4,17,38,3117,2506,187,255,3,124,3,9,30,1353,1160,193,Tract: 2089.03\nTotal Population: 4019,navigatela/reports/census_tracts_2010.cfm?PK=208903
562,208904,3926,3387,175,78,18,248,5,6,9,2935,2487,108,66,13,244,5,6,6,1298,1245,53,Tract: 2089.04\nTotal Population: 3926,navigatela/reports/census_tracts_2010.cfm?PK=208904
563,209102,5267,4026,162,308,10,708,6,16,31,4015,2919,146,251,9,651,5,9,25,2016,1892,124,Tract: 2091.02\nTotal Population: 5267,navigatela/reports/census_tracts_2010.cfm?PK=209102
564,209103,3216,3016,37,102,5,42,0,9,5,2219,2060,28,80,4,39,0,4,4,991,910,81,Tract: 2091.03\nTotal Population: 3216,navigatela/reports/census_tracts_2010.cfm?PK=209103
565,209104,2434,2059,113,115,2,123,1,5,16,1734,1400,108,105,2,102,1,5,11,930,875,55,Tract: 2091.04\nTotal Population: 2434,navigatela/reports/census_tracts_2010.cfm?PK=209104
566,209200,2785,1350,544,159,8,642,3,11,68,2257,934,521,138,5,589,3,9,58,1558,1301,257,Tract: 2092.00\nTotal Population: 2785,navigatela/reports/census_tracts_2010.cfm?PK=209200
567,209300,5021,3384,710,321,19,494,6,9,78,3853,2336,691,265,15,467,6,9,64,2210,1941,269,Tract: 2093.00\nTotal Population: 5021,navigatela/reports/census_tracts_2010.cfm?PK=209300
568,209401,3914,2862,187,177,6,638,0,5,39,2989,2037,160,154,6,599,0,1,32,1467,1333,134,Tract: 2094.01\nTotal Population: 3914,navigatela/reports/census_tracts_2010.cfm?PK=209401
569,209402,3728,3211,176,123,7,191,1,7,12,2777,2359,126,96,5,180,1,6,4,1298,1172,126,Tract: 2094.02\nTotal Population: 3728,navigatela/reports/census_tracts_2010.cfm?PK=209402
570,209403,3600,2541,174,183,3,672,1,9,17,2747,1772,148,167,3,639,1,2,15,1332,1228,104,Tract: 2094.03\nTotal Population: 3600,navigatela/reports/census_tracts_2010.cfm?PK=209403
571,209510,2692,1903,86,98,6,571,1,6,21,2049,1359,75,85,5,502,1,2,20,1065,927,138,Tract: 2095.10\nTotal Population: 2692,navigatela/reports/census_tracts_2010.cfm?PK=209510
572,209520,2791,2340,48,71,7,311,2,3,9,2048,1638,40,60,6,293,2,2,7,1007,926,81,Tract: 2095.20\nTotal Population: 2791,navigatela/reports/census_tracts_2010.cfm?PK=209520
573,209810,2472,1778,183,210,2,278,0,2,19,1946,1276,179,200,2,271,0,0,18,770,688,82,Tract: 2098.10\nTotal Population: 2472,navigatela/reports/census_tracts_2010.cfm?PK=209810
574,209820,2968,2559,59,113,3,190,6,29,9,2121,1793,46,90,3,166,3,16,4,885,807,78,Tract: 2098.20\nTotal Population: 2968,navigatela/reports/census_tracts_2010.cfm?PK=209820
575,210010,3520,2850,87,104,0,455,0,10,14,2501,1910,76,78,0,421,0,4,12,1260,1193,67,Tract: 2100.10\nTotal Population: 3520,navigatela/reports/census_tracts_2010.cfm?PK=210010
576,211000,4431,299,2722,201,2,1052,2,22,131,3384,229,2039,157,2,863,2,12,80,1763,1619,144,Tract: 2110.00\nTotal Population: 4431,navigatela/reports/census_tracts_2010.cfm?PK=211000
577,211120,5194,1433,316,205,4,3152,2,8,74,4366,1038,286,181,4,2796,2,5,54,2640,2419,221,Tract: 2111.20\nTotal Population: 5194,navigatela/reports/census_tracts_2010.cfm?PK=211120
578,211121,2351,1062,205,113,2,907,3,17,42,1928,796,198,105,1,783,2,9,34,1005,922,83,Tract: 2111.21\nTotal Population: 2351,navigatela/reports/census_tracts_2010.cfm?PK=211121
579,211122,3075,1445,310,213,16,1042,4,5,40,2493,1055,296,200,9,896,4,3,30,1370,1273,97,Tract: 2111.22\nTotal Population: 3075,navigatela/reports/census_tracts_2010.cfm?PK=211122
580,211201,2645,1956,198,87,5,361,1,6,31,1993,1394,184,79,4,304,1,4,23,950,876,74,Tract: 2112.01\nTotal Population: 2645,navigatela/reports/census_tracts_2010.cfm?PK=211201
581,211202,2645,1840,206,76,3,466,1,26,27,2055,1359,196,71,3,395,1,11,19,997,925,72,Tract: 2112.02\nTotal Population: 2645,navigatela/reports/census_tracts_2010.cfm?PK=211202
582,211310,3846,2875,252,111,2,550,0,24,32,2881,2065,203,98,2,479,0,8,26,1348,1246,102,Tract: 2113.10\nTotal Population: 3846,navigatela/reports/census_tracts_2010.cfm?PK=211310
583,211320,3184,1930,269,146,4,790,4,10,31,2495,1403,251,133,4,670,2,8,24,1306,1185,121,Tract: 2113.20\nTotal Population: 3184,navigatela/reports/census_tracts_2010.cfm?PK=211320
584,211410,3095,1114,203,104,1,1642,2,2,27,2493,825,184,100,1,1360,1,2,20,1241,1178,63,Tract: 2114.10\nTotal Population: 3095,navigatela/reports/census_tracts_2010.cfm?PK=211410
585,211420,3859,2005,357,143,5,1304,0,15,30,3056,1467,321,131,5,1093,0,9,30,1402,1288,114,Tract: 2114.20\nTotal Population: 3859,navigatela/reports/census_tracts_2010.cfm?PK=211420
586,211500,4355,950,1574,163,6,1561,5,11,85,3481,700,1239,142,6,1330,3,8,53,1868,1757,111,Tract: 2115.00\nTotal Population: 4355,navigatela/reports/census_tracts_2010.cfm?PK=211500
587,211701,2827,290,830,123,1,1537,1,4,41,2222,223,685,108,1,1168,1,3,33,1235,1139,96,Tract: 2117.01\nTotal Population: 2827,navigatela/reports/census_tracts_2010.cfm?PK=211701
588,211703,4750,1832,381,238,6,2199,1,26,67,3757,1357,360,213,6,1748,1,21,51,2113,1954,159,Tract: 2117.03\nTotal Population: 4750,navigatela/reports/census_tracts_2010.cfm?PK=211703
589,211704,3016,616,428,168,1,1740,3,6,54,2643,479,407,161,1,1540,3,6,46,1798,1626,172,Tract: 2117.04\nTotal Population: 3016,navigatela/reports/census_tracts_2010.cfm?PK=211704
590,211802,4192,1494,415,271,5,1898,7,10,92,3522,1137,393,241,3,1653,7,6,82,2361,1990,371,Tract: 2118.02\nTotal Population: 4192,navigatela/reports/census_tracts_2010.cfm?PK=211802
591,211803,3529,589,188,243,1,2450,2,9,47,2928,431,176,205,1,2072,2,7,34,1727,1602,125,Tract: 2118.03\nTotal Population: 3529,navigatela/reports/census_tracts_2010.cfm?PK=211803
592,211804,3221,754,193,130,0,2084,1,4,55,2648,542,169,103,0,1788,1,2,43,1434,1355,79,Tract: 2118.04\nTotal Population: 3221,navigatela/reports/census_tracts_2010.cfm?PK=211804
593,211910,4657,2859,345,275,11,1080,4,36,47,3547,1983,315,237,7,939,4,24,38,1900,1771,129,Tract: 2119.10\nTotal Population: 4657,navigatela/reports/census_tracts_2010.cfm?PK=211910
594,211921,2474,1094,115,105,1,1129,0,4,26,1997,814,109,91,1,955,0,4,23,1109,1045,64,Tract: 2119.21\nTotal Population: 2474,navigatela/reports/census_tracts_2010.cfm?PK=211921
595,211922,3389,1803,181,191,7,1159,1,9,38,2670,1281,167,162,7,1008,1,9,35,1433,1293,140,Tract: 2119.22\nTotal Population: 3389,navigatela/reports/census_tracts_2010.cfm?PK=211922
596,212101,2507,740,232,164,5,1316,0,4,46,2155,556,225,144,5,1183,0,4,38,1283,1212,71,Tract: 2121.01\nTotal Population: 2507,navigatela/reports/census_tracts_2010.cfm?PK=212101
597,212102,2446,713,324,203,3,1132,0,16,55,2118,540,317,155,3,1045,0,10,48,1387,1295,92,Tract: 2121.02\nTotal Population: 2446,navigatela/reports/census_tracts_2010.cfm?PK=212102
598,212202,3612,2869,83,73,8,557,0,8,14,2651,2011,77,59,7,484,0,5,8,1247,1135,112,Tract: 2122.02\nTotal Population: 3612,navigatela/reports/census_tracts_2010.cfm?PK=212202
599,212203,2679,2078,54,69,2,460,0,0,16,2106,1537,45,61,2,448,0,0,13,1122,1048,74,Tract: 2122.03\nTotal Population: 2679,navigatela/reports/census_tracts_2010.cfm?PK=212203
600,212204,3344,2519,150,134,0,515,2,5,19,2510,1811,125,98,0,459,0,1,16,1296,1204,92,Tract: 2122.04\nTotal Population: 3344,navigatela/reports/census_tracts_2010.cfm?PK=212204
601,212303,3326,2310,219,170,7,565,2,5,48,2542,1623,208,148,4,514,1,2,42,1325,1243,82,Tract: 2123.03\nTotal Population: 3326,navigatela/reports/census_tracts_2010.cfm?PK=212303
602,212304,1804,1225,181,84,5,286,0,6,17,1438,893,177,77,5,263,0,6,17,890,787,103,Tract: 2123.04\nTotal Population: 1804,navigatela/reports/census_tracts_2010.cfm?PK=212304
603,212305,2865,2134,99,103,4,493,0,9,23,2132,1481,93,90,4,439,0,4,21,1050,960,90,Tract: 2123.05\nTotal Population: 2865,navigatela/reports/census_tracts_2010.cfm?PK=212305
604,212306,3052,1481,118,43,1,1384,1,5,19,2420,1041,101,39,1,1217,1,2,18,1263,1096,167,Tract: 2123.06\nTotal Population: 3052,navigatela/reports/census_tracts_2010.cfm?PK=212306
605,212410,3903,1867,250,129,2,1607,2,9,37,3112,1325,243,104,2,1398,2,7,31,1774,1541,233,Tract: 2124.10\nTotal Population: 3903,navigatela/reports/census_tracts_2010.cfm?PK=212410
606,212420,3228,1791,173,132,1,1088,0,9,34,2520,1260,164,118,1,948,0,5,24,1268,1165,103,Tract: 2124.20\nTotal Population: 3228,navigatela/reports/census_tracts_2010.cfm?PK=212420
607,212501,2165,1170,283,129,0,536,0,2,45,1737,846,270,117,0,461,0,2,41,1010,953,57,Tract: 2125.01\nTotal Population: 2165,navigatela/reports/census_tracts_2010.cfm?PK=212501
608,212502,2767,976,243,139,3,1356,2,2,46,2356,733,236,121,3,1220,2,2,39,1347,1235,112,Tract: 2125.02\nTotal Population: 2767,navigatela/reports/census_tracts_2010.cfm?PK=212502
609,212610,4074,1345,330,204,1,2121,0,12,61,3366,989,309,182,1,1832,0,9,44,1862,1753,109,Tract: 2126.10\nTotal Population: 4074,navigatela/reports/census_tracts_2010.cfm?PK=212610
610,212620,4341,1844,248,180,6,2011,0,12,40,3425,1320,225,155,4,1681,0,7,33,1841,1732,109,Tract: 2126.20\nTotal Population: 4341,navigatela/reports/census_tracts_2010.cfm?PK=212620
611,212701,2430,718,194,132,0,1346,1,3,36,1989,522,177,103,0,1161,1,3,22,833,781,52,Tract: 2127.01\nTotal Population: 2430,navigatela/reports/census_tracts_2010.cfm?PK=212701
612,212702,3635,593,840,321,0,1798,2,3,78,3056,451,724,289,0,1542,2,2,46,1522,1401,121,Tract: 2127.02\nTotal Population: 3635,navigatela/reports/census_tracts_2010.cfm?PK=212702
613,212800,4273,2271,344,377,3,1200,0,17,61,3323,1621,299,303,3,1039,0,11,47,1462,1365,97,Tract: 2128.00\nTotal Population: 4273,navigatela/reports/census_tracts_2010.cfm?PK=212800
614,212900,4074,2212,251,481,0,1057,0,17,56,3163,1583,220,397,0,907,0,13,43,1535,1459,76,Tract: 2129.00\nTotal Population: 4074,navigatela/reports/census_tracts_2010.cfm?PK=212900
615,213100,2721,864,179,327,1,1297,1,11,41,2179,598,143,293,1,1106,1,8,29,988,926,62,Tract: 2131.00\nTotal Population: 2721,navigatela/reports/census_tracts_2010.cfm?PK=213100
616,213201,4198,2116,112,122,4,1801,1,8,34,3214,1430,100,97,3,1552,1,7,24,1627,1527,100,Tract: 2132.01\nTotal Population: 4198,navigatela/reports/census_tracts_2010.cfm?PK=213201
617,213202,3873,2457,61,138,2,1189,0,2,24,2950,1734,48,123,1,1022,0,1,21,1367,1245,122,Tract: 2132.02\nTotal Population: 3873,navigatela/reports/census_tracts_2010.cfm?PK=213202
618,213310,3477,2334,52,41,0,1018,13,2,17,2644,1646,43,33,0,899,7,2,14,1192,1072,120,Tract: 2133.10\nTotal Population: 3477,navigatela/reports/census_tracts_2010.cfm?PK=213310
619,213320,2481,1588,47,78,1,738,2,16,11,2042,1219,42,66,1,690,2,11,11,1059,960,99,Tract: 2133.20\nTotal Population: 2481,navigatela/reports/census_tracts_2010.cfm?PK=213320
620,213401,4951,3795,80,50,4,985,1,6,30,3692,2657,63,45,3,902,1,3,18,1709,1558,151,Tract: 2134.01\nTotal Population: 4951,navigatela/reports/census_tracts_2010.cfm?PK=213401
621,213402,4645,3427,188,112,10,873,0,10,25,3492,2440,148,93,9,775,0,4,23,1675,1531,144,Tract: 2134.02\nTotal Population: 4645,navigatela/reports/census_tracts_2010.cfm?PK=213402
622,214000,3898,118,3560,29,5,131,1,12,42,2638,100,2350,25,4,118,1,8,32,1416,1344,72,Tract: 2140.00\nTotal Population: 3898,navigatela/reports/census_tracts_2010.cfm?PK=214000
623,214100,3944,194,3377,101,1,172,1,2,96,2997,165,2539,85,1,158,1,2,46,1787,1677,110,Tract: 2141.00\nTotal Population: 3944,navigatela/reports/census_tracts_2010.cfm?PK=214100
624,214400,2877,265,2286,69,4,131,5,15,102,2700,244,2146,68,4,131,4,14,89,1847,1731,116,Tract: 2144.00\nTotal Population: 2877,navigatela/reports/census_tracts_2010.cfm?PK=214400
625,214501,2929,230,1641,144,4,812,1,5,92,2488,190,1488,125,2,620,1,5,57,1668,1553,115,Tract: 2145.01\nTotal Population: 2929,navigatela/reports/census_tracts_2010.cfm?PK=214501
626,214502,5528,362,2388,333,3,2265,8,11,158,4690,307,2212,299,3,1726,6,11,126,2872,2740,132,Tract: 2145.02\nTotal Population: 5528,navigatela/reports/census_tracts_2010.cfm?PK=214502
627,214503,3325,209,1313,163,3,1526,4,10,97,2691,169,1190,129,3,1131,4,8,57,1633,1557,76,Tract: 2145.03\nTotal Population: 3325,navigatela/reports/census_tracts_2010.cfm?PK=214503
628,214600,2411,175,1886,91,2,193,2,2,60,2184,159,1712,83,2,178,2,2,46,1417,1337,80,Tract: 2146.00\nTotal Population: 2411,navigatela/reports/census_tracts_2010.cfm?PK=214600
629,214700,2512,234,1984,71,3,150,1,3,66,2184,197,1724,68,3,139,1,3,49,1329,1241,88,Tract: 2147.00\nTotal Population: 2512,navigatela/reports/census_tracts_2010.cfm?PK=214700
630,214800,2573,181,2126,79,6,114,2,2,63,2328,153,1932,72,6,109,2,1,53,1503,1393,110,Tract: 2148.00\nTotal Population: 2573,navigatela/reports/census_tracts_2010.cfm?PK=214800
631,214901,3083,156,2428,88,4,239,4,16,148,2886,150,2277,85,4,223,3,15,129,2312,2029,283,Tract: 2149.01\nTotal Population: 3083,navigatela/reports/census_tracts_2010.cfm?PK=214901
632,214902,2586,186,1928,78,1,303,0,4,86,2385,160,1790,75,1,277,0,4,78,1742,1540,202,Tract: 2149.02\nTotal Population: 2586,navigatela/reports/census_tracts_2010.cfm?PK=214902
